customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_calls,number_of_logins,usage_hours,churn
CUST-02712,1,520.59,729.27,Month-to-Month,Fiber Optic,Mailed Check,4,15.0,149.0,1
CUST-02713,68,1166.42,,One Year,DSL,Bank Transfer,6,8.0,38.9,0
CUST-02714,37,1119.89,41718.44,One Year,No,Mailed Check,8,20.0,91.5,1
CUST-02715,36,664.27,24265.73,Month-to-Month,Fiber Optic,Bank Transfer,1,47.0,142.4,1
CUST-02716,33,703.86,23508.45,Month-to-Month,Fiber Optic,Mailed Check,3,18.0,97.0,1
CUST-02717,31,637.6,20112.36,Month-to-Month,No,Mailed Check,6,40.0,180.3,0
CUST-02718,50,334.08,16704.01,One Year,Fiber Optic,Bank Transfer,7,35.0,175.6,0
CUST-02719,42,563.56,23699.24,Month-to-Month,Fiber Optic,Bank Transfer,3,40.0,100.6,0
CUST-02720,11,410.41,4863.74,Month-to-Month,No,Credit Card,9,29.0,192.2,1
CUST-02721,45,392.13,18047.3,Month-to-Month,DSL,Mailed Check,8,18.0,58.4,1
CUST-02722,48,804.78,38988.29,One Year,Fiber Optic,Electronic Check,3,13.0,46.8,0
CUST-02723,8,388.89,3442.63,One Year,DSL,Bank Transfer,5,14.0,134.0,1
CUST-02724,27,392.64,10954.97,Month-to-Month,No,Mailed Check,5,26.0,114.6,1
CUST-02725,57,732.46,42120.01,Month-to-Month,No,Electronic Check,7,20.0,50.2,0
CUST-02726,45,698.05,31774.44,Month-to-Month,Fiber Optic,Credit Card,3,20.0,74.2,0
CUST-02727,9,423.87,4183.83,Month-to-Month,Fiber Optic,Bank Transfer,3,18.0,46.6,1
CUST-02728,2,304.0,645.01,One Year,Fiber Optic,Bank Transfer,4,46.0,47.4,1
CUST-02729,42,473.68,19926.2,Month-to-Month,DSL,Bank Transfer,2,32.0,73.5,0
CUST-02730,33,512.3,17086.46,One Year,Fiber Optic,Credit Card,6,45.0,184.8,0
CUST-02731,70,1020.22,71679.2,One Year,DSL,Bank Transfer,10,47.0,167.0,0
CUST-02732,38,1123.89,43089.13,Two Year,Fiber Optic,Bank Transfer,3,31.0,102.5,0
CUST-02733,67,665.35,44745.8,Month-to-Month,Fiber Optic,Credit Card,9,4.0,95.6,0
CUST-02734,15,664.52,10105.36,Month-to-Month,Fiber Optic,Bank Transfer,5,49.0,6.3,1
CUST-02735,32,941.23,30510.08,Month-to-Month,DSL,Bank Transfer,1,24.0,92.5,1
CUST-02736,10,864.23,8766.97,Two Year,Fiber Optic,Electronic Check,5,19.0,124.8,0
CUST-02737,41,465.73,19505.35,One Year,Fiber Optic,Mailed Check,5,21.0,155.7,1
CUST-02738,13,396.92,5248.53,One Year,No,Mailed Check,0,4.0,71.2,0
CUST-02739,35,693.85,24464.49,One Year,No,Credit Card,5,33.0,183.9,0
CUST-02740,25,808.35,20409.29,Month-to-Month,Fiber Optic,Bank Transfer,1,2.0,168.0,0
CUST-02741,13,424.84,5672.68,One Year,Fiber Optic,Bank Transfer,8,36.0,16.4,0
CUST-02742,7,563.95,3949.33,One Year,DSL,Bank Transfer,5,42.0,180.6,0
CUST-02743,37,575.35,21405.7,Month-to-Month,DSL,Bank Transfer,3,21.0,44.6,1
CUST-02744,69,535.17,37095.56,Two Year,Fiber Optic,Credit Card,0,19.0,184.7,0
CUST-02745,14,714.69,10162.47,Two Year,Fiber Optic,Electronic Check,6,34.0,126.1,0
CUST-02746,29,887.76,26137.82,Two Year,DSL,Credit Card,7,43.0,82.4,0
CUST-02747,16,758.45,12158.88,One Year,DSL,Credit Card,4,4.0,87.3,1
CUST-02748,59,481.31,28591.76,Month-to-Month,Fiber Optic,Electronic Check,9,23.0,112.6,1
CUST-02749,30,392.65,11798.26,One Year,DSL,Bank Transfer,2,16.0,168.8,0
CUST-02750,71,1039.68,74282.6,Month-to-Month,Fiber Optic,Mailed Check,8,,167.4,0
CUST-02751,17,731.37,12828.39,One Year,Fiber Optic,Mailed Check,5,0.0,83.0,1
CUST-02752,5,355.93,2270.73,Month-to-Month,No,Credit Card,3,26.0,169.8,1
CUST-02753,42,532.31,22812.1,Two Year,DSL,Mailed Check,3,38.0,94.4,0
CUST-02754,47,1023.63,48268.52,Month-to-Month,DSL,Credit Card,4,30.0,83.5,1
CUST-02755,72,976.55,70657.39,Month-to-Month,DSL,Bank Transfer,0,12.0,48.7,0
CUST-02756,63,1088.23,68711.77,Month-to-Month,DSL,Credit Card,7,23.0,165.6,0
CUST-02757,64,841.88,54324.43,One Year,Fiber Optic,Bank Transfer,4,49.0,124.0,0
CUST-02758,46,680.62,31513.9,Month-to-Month,Fiber Optic,Bank Transfer,7,42.0,86.2,0
CUST-02759,26,683.97,17971.16,Month-to-Month,DSL,Electronic Check,5,6.0,132.5,1
CUST-02760,31,474.6,15169.63,Month-to-Month,No,Credit Card,10,32.0,172.2,1
CUST-02761,9,885.72,8389.85,Month-to-Month,Fiber Optic,Bank Transfer,0,31.0,39.6,0
CUST-02762,31,826.56,26106.57,Two Year,DSL,Mailed Check,5,18.0,78.5,0
CUST-02763,26,439.38,11457.12,Month-to-Month,DSL,Mailed Check,5,18.0,76.1,0
CUST-02764,2,1097.1,2315.87,Month-to-Month,Fiber Optic,Electronic Check,2,36.0,15.2,1
CUST-02765,14,631.62,8993.11,Month-to-Month,Fiber Optic,Mailed Check,7,47.0,66.8,1
CUST-02766,39,344.76,13657.82,Month-to-Month,No,Electronic Check,3,16.0,152.4,0
CUST-02767,26,595.09,15708.91,Month-to-Month,DSL,Credit Card,8,47.0,50.7,1
CUST-02768,72,1082.87,78112.38,Month-to-Month,Fiber Optic,Mailed Check,10,42.0,162.2,1
CUST-02769,34,1125.26,38654.07,Month-to-Month,DSL,Bank Transfer,9,2.0,191.1,1
CUST-02770,69,741.36,51265.46,Month-to-Month,DSL,Credit Card,6,14.0,44.8,0
CUST-02771,48,1160.71,56062.34,Month-to-Month,Fiber Optic,Credit Card,7,22.0,81.9,0
CUST-02772,2,1087.72,2601.32,One Year,Fiber Optic,Mailed Check,9,33.0,,1
CUST-02773,14,1042.71,,Month-to-Month,DSL,Electronic Check,10,11.0,138.4,1
CUST-02774,51,1073.74,54937.82,One Year,DSL,Bank Transfer,7,21.0,96.4,0
CUST-02775,39,643.69,25197.86,One Year,Fiber Optic,Credit Card,10,4.0,117.7,1
CUST-02776,22,980.82,21645.21,Two Year,DSL,Mailed Check,10,5.0,155.7,0
CUST-02777,38,819.61,31517.27,Month-to-Month,DSL,Electronic Check,1,22.0,155.2,0
CUST-02778,65,947.72,61836.37,One Year,DSL,Bank Transfer,5,32.0,103.2,0
CUST-02779,28,460.01,12903.44,Two Year,DSL,Bank Transfer,3,23.0,176.5,0
CUST-02780,3,958.25,3366.67,Two Year,Fiber Optic,Electronic Check,10,19.0,186.4,1
CUST-02781,22,1161.83,25895.91,One Year,DSL,Electronic Check,8,25.0,126.1,1
CUST-02782,68,572.4,39345.29,Month-to-Month,Fiber Optic,Bank Transfer,9,32.0,7.7,0
CUST-02783,55,1187.55,65534.34,Two Year,Fiber Optic,Electronic Check,3,36.0,155.2,0
CUST-02784,61,640.54,39550.66,One Year,DSL,Electronic Check,9,27.0,178.4,0
CUST-02785,66,479.75,31763.26,Month-to-Month,Fiber Optic,Mailed Check,0,4.0,111.3,0
CUST-02786,8,401.06,3301.05,Month-to-Month,DSL,Mailed Check,10,2.0,140.1,1
CUST-02787,20,1006.47,20574.57,Two Year,Fiber Optic,Credit Card,2,17.0,71.2,0
CUST-02788,4,799.34,3643.22,Month-to-Month,Fiber Optic,Mailed Check,5,10.0,100.4,1
CUST-02789,0,576.42,249.51,One Year,Fiber Optic,Credit Card,7,27.0,159.6,0
CUST-02790,60,847.61,50919.49,Month-to-Month,DSL,Bank Transfer,8,35.0,175.2,1
CUST-02791,68,598.89,40877.13,One Year,Fiber Optic,Mailed Check,2,12.0,23.0,0
CUST-02792,11,703.52,8115.8,Month-to-Month,Fiber Optic,Bank Transfer,6,23.0,3.4,1
CUST-02793,52,1076.4,56395.8,One Year,DSL,Electronic Check,5,11.0,74.7,1
CUST-02794,39,901.35,35326.48,Month-to-Month,DSL,Credit Card,8,23.0,78.2,1
CUST-02795,5,986.16,4961.42,Two Year,DSL,Mailed Check,3,19.0,154.7,0
CUST-02796,66,825.14,54792.1,Month-to-Month,DSL,Credit Card,8,0.0,1.7,1
CUST-02797,63,1192.26,75482.13,Month-to-Month,DSL,Bank Transfer,6,33.0,152.8,0
CUST-02798,41,517.27,21420.08,Month-to-Month,No,Mailed Check,8,15.0,107.3,0
CUST-02799,51,536.06,27630.61,Month-to-Month,No,Mailed Check,9,38.0,139.6,0
CUST-02800,28,383.3,11226.09,Two Year,DSL,Electronic Check,4,34.0,101.9,0
CUST-02801,57,798.62,45643.84,Month-to-Month,No,Bank Transfer,4,,158.1,0
CUST-02802,32,852.02,27551.13,Month-to-Month,Fiber Optic,Electronic Check,8,45.0,87.4,1
CUST-02803,72,953.37,68948.12,One Year,Fiber Optic,Bank Transfer,8,1.0,69.2,0
CUST-02804,4,601.9,2682.15,Month-to-Month,No,Electronic Check,9,29.0,127.3,1
CUST-02805,12,311.03,4166.92,Month-to-Month,Fiber Optic,Electronic Check,6,40.0,88.9,1
CUST-02806,70,869.01,61133.2,One Year,Fiber Optic,Electronic Check,6,27.0,60.7,0
CUST-02807,21,1198.83,25429.38,Month-to-Month,DSL,Electronic Check,0,28.0,182.7,1
CUST-02808,22,565.09,12493.49,One Year,DSL,Credit Card,5,23.0,144.7,0
CUST-02809,57,465.54,26887.38,One Year,No,Credit Card,2,3.0,39.4,0
CUST-02810,13,553.59,7262.72,Month-to-Month,DSL,Credit Card,9,34.0,148.0,1
CUST-02811,37,682.87,25279.47,One Year,DSL,Bank Transfer,1,48.0,50.5,0
CUST-02812,20,525.82,10760.67,Two Year,DSL,Electronic Check,8,,86.3,0
CUST-02813,14,612.26,8857.86,Month-to-Month,Fiber Optic,Credit Card,9,2.0,43.5,0
CUST-02814,70,874.39,61706.83,One Year,DSL,Credit Card,5,11.0,22.7,0
CUST-02815,14,610.53,8903.58,Month-to-Month,No,Electronic Check,7,,79.8,1
CUST-02816,6,656.45,4363.0,Month-to-Month,Fiber Optic,Credit Card,6,36.0,111.0,1
CUST-02817,49,336.03,16638.66,One Year,No,Credit Card,7,18.0,60.4,0
CUST-02818,63,1126.15,71201.91,Month-to-Month,Fiber Optic,Mailed Check,7,12.0,15.0,1
CUST-02819,9,666.2,6482.93,Month-to-Month,Fiber Optic,Bank Transfer,2,23.0,49.9,1
CUST-02820,51,595.33,30570.52,Month-to-Month,DSL,Credit Card,7,1.0,,1
CUST-02821,39,377.84,15139.41,One Year,DSL,Mailed Check,9,4.0,118.2,0
CUST-02822,60,870.76,52508.59,One Year,No,Credit Card,3,3.0,56.4,0
CUST-02823,9,1077.44,9808.94,Month-to-Month,Fiber Optic,Mailed Check,3,42.0,106.8,1
CUST-02824,71,337.04,24220.05,Month-to-Month,Fiber Optic,Credit Card,3,2.0,94.1,0
CUST-02825,45,430.75,19492.78,Two Year,No,Electronic Check,10,28.0,53.3,0
CUST-02826,61,431.75,26338.26,Month-to-Month,Fiber Optic,Bank Transfer,9,14.0,148.2,0
CUST-02827,26,842.05,22011.25,Month-to-Month,DSL,Bank Transfer,3,38.0,133.5,0
CUST-02828,68,1129.11,76876.05,Month-to-Month,Fiber Optic,Mailed Check,10,6.0,136.1,1
CUST-02829,45,693.99,31415.01,One Year,Fiber Optic,Mailed Check,8,46.0,86.7,0
CUST-02830,9,609.43,5929.17,Month-to-Month,Fiber Optic,Electronic Check,4,4.0,63.3,1
CUST-02831,67,989.26,66474.35,One Year,DSL,Bank Transfer,9,43.0,118.1,1
CUST-02832,58,968.31,56584.57,One Year,DSL,Credit Card,10,7.0,191.8,1
CUST-02833,21,522.08,11241.49,Month-to-Month,Fiber Optic,Bank Transfer,9,1.0,86.8,1
CUST-02834,39,444.74,17348.67,One Year,DSL,Mailed Check,5,1.0,133.1,0
CUST-02835,28,622.03,17511.21,Month-to-Month,DSL,Bank Transfer,2,39.0,88.5,1
CUST-02836,39,998.04,39389.2,Month-to-Month,Fiber Optic,Mailed Check,1,17.0,186.5,0
CUST-02837,70,925.56,65091.29,One Year,Fiber Optic,Credit Card,9,21.0,52.9,0
CUST-02838,65,899.27,,Month-to-Month,DSL,Mailed Check,8,41.0,91.7,1
CUST-02839,15,1046.49,15852.41,Two Year,Fiber Optic,Bank Transfer,7,13.0,98.7,0
CUST-02840,70,549.42,38817.68,One Year,DSL,Mailed Check,0,28.0,145.7,0
CUST-02841,31,605.72,19163.33,Month-to-Month,DSL,Credit Card,10,15.0,144.3,0
CUST-02842,51,338.11,17731.46,Two Year,Fiber Optic,Electronic Check,1,3.0,147.9,0
CUST-02843,55,1081.87,,Month-to-Month,No,Bank Transfer,6,50.0,146.6,0
CUST-02844,35,824.19,29322.77,Month-to-Month,DSL,Credit Card,10,19.0,,1
CUST-02845,33,568.31,18950.03,Month-to-Month,No,Mailed Check,2,43.0,31.1,1
CUST-02846,33,362.47,12380.51,Two Year,No,Bank Transfer,5,21.0,174.1,0
CUST-02847,62,951.07,59238.7,Month-to-Month,Fiber Optic,Mailed Check,9,44.0,65.0,1
CUST-02848,28,973.86,27550.4,Month-to-Month,No,Mailed Check,2,8.0,,1
CUST-02849,20,899.56,18170.89,Month-to-Month,DSL,Credit Card,1,27.0,25.8,0
CUST-02850,26,483.4,12982.64,Month-to-Month,DSL,Mailed Check,5,19.0,99.0,0
CUST-02851,14,1121.89,15838.47,Month-to-Month,Fiber Optic,Electronic Check,8,50.0,85.2,1
CUST-02852,28,977.84,27625.64,One Year,Fiber Optic,Bank Transfer,6,17.0,132.7,1
CUST-02853,8,891.98,7415.93,Two Year,DSL,Mailed Check,4,39.0,122.4,1
CUST-02854,6,885.85,5686.36,One Year,DSL,Credit Card,7,25.0,21.5,1
CUST-02855,52,1113.92,58159.66,Month-to-Month,DSL,Electronic Check,0,20.0,59.3,0
CUST-02856,5,1135.48,6017.54,Month-to-Month,DSL,Credit Card,3,35.0,179.3,0
CUST-02857,41,836.07,34521.52,Month-to-Month,DSL,Bank Transfer,9,32.0,153.3,1
CUST-02858,56,675.0,38129.66,Month-to-Month,No,Credit Card,4,24.0,174.1,0
CUST-02859,52,627.36,32959.79,One Year,DSL,Mailed Check,10,2.0,4.4,0
CUST-02860,32,1037.17,,Month-to-Month,Fiber Optic,Mailed Check,6,3.0,182.4,1
CUST-02861,14,880.14,12733.61,One Year,DSL,Mailed Check,10,30.0,172.2,1
CUST-02862,67,369.54,25029.54,Month-to-Month,DSL,Credit Card,6,2.0,90.5,1
CUST-02863,60,427.97,25774.84,One Year,No,Electronic Check,4,30.0,134.7,0
CUST-02864,44,1110.17,49187.3,Two Year,DSL,Bank Transfer,10,45.0,,0
CUST-02865,6,1096.05,6614.86,One Year,DSL,Mailed Check,2,40.0,131.7,0
CUST-02866,2,1156.65,2422.78,Two Year,Fiber Optic,Bank Transfer,4,35.0,159.8,0
CUST-02867,23,685.07,16152.69,One Year,DSL,Credit Card,7,13.0,96.7,1
CUST-02868,11,1005.65,11279.69,One Year,DSL,Bank Transfer,9,33.0,5.7,1
CUST-02869,62,1045.4,65063.82,Month-to-Month,No,Electronic Check,2,9.0,83.3,1
CUST-02870,15,584.13,9255.65,Month-to-Month,Fiber Optic,Mailed Check,10,46.0,145.0,0
CUST-02871,20,430.8,8733.59,Two Year,Fiber Optic,Electronic Check,4,4.0,140.8,0
CUST-02872,71,1197.32,85019.5,Month-to-Month,DSL,Mailed Check,3,27.0,97.3,0
CUST-02873,59,327.2,19360.49,Two Year,DSL,Electronic Check,1,24.0,197.1,0
CUST-02874,15,837.6,12686.25,Month-to-Month,Fiber Optic,Bank Transfer,0,3.0,23.4,0
CUST-02875,27,885.19,24263.09,One Year,Fiber Optic,Bank Transfer,6,9.0,31.7,0
CUST-02876,37,913.61,34191.48,Month-to-Month,DSL,Mailed Check,6,36.0,51.7,1
CUST-02877,48,530.06,25725.62,Two Year,No,Credit Card,1,30.0,160.7,0
CUST-02878,68,949.42,64688.08,Month-to-Month,Fiber Optic,Bank Transfer,9,8.0,152.6,0
CUST-02879,63,494.76,31430.75,Month-to-Month,Fiber Optic,Bank Transfer,5,7.0,154.6,0
CUST-02880,71,1046.13,74282.71,Two Year,Fiber Optic,Mailed Check,0,33.0,175.9,0
CUST-02881,2,497.21,1335.32,Month-to-Month,Fiber Optic,Mailed Check,9,33.0,88.6,1
CUST-02882,17,927.04,16066.83,Month-to-Month,Fiber Optic,Bank Transfer,2,20.0,63.7,0
CUST-02883,41,1005.07,41218.77,Two Year,DSL,Credit Card,7,1.0,120.1,0
CUST-02884,3,470.05,1818.66,One Year,No,Credit Card,7,1.0,82.0,1
CUST-02885,25,514.19,13236.46,Month-to-Month,Fiber Optic,Credit Card,8,7.0,104.8,1
CUST-02886,11,1001.19,11167.2,One Year,No,Electronic Check,8,2.0,28.0,1
CUST-02887,68,377.4,25980.89,Month-to-Month,No,Credit Card,10,28.0,79.3,0
CUST-02888,4,471.68,2187.47,Month-to-Month,DSL,Electronic Check,0,20.0,94.5,0
CUST-02889,10,709.98,7171.39,One Year,DSL,Electronic Check,4,11.0,17.5,1
CUST-02890,14,1137.16,16016.87,Month-to-Month,Fiber Optic,Bank Transfer,4,30.0,198.9,1
CUST-02891,10,805.69,8398.5,Month-to-Month,Fiber Optic,Mailed Check,4,35.0,7.6,1
CUST-02892,41,648.91,27072.09,Month-to-Month,Fiber Optic,Electronic Check,2,8.0,183.9,0
CUST-02893,26,1180.53,30981.92,Two Year,DSL,Electronic Check,2,31.0,16.0,0
CUST-02894,66,717.34,47628.35,One Year,Fiber Optic,Electronic Check,10,5.0,171.9,0
CUST-02895,19,690.36,13440.18,Month-to-Month,No,Mailed Check,9,,109.6,1
CUST-02896,39,670.48,26369.01,Two Year,No,Bank Transfer,7,19.0,39.3,0
CUST-02897,48,580.96,27913.17,One Year,DSL,Bank Transfer,6,5.0,46.3,0
CUST-02898,45,593.13,26889.1,Month-to-Month,No,Electronic Check,5,41.0,70.3,0
CUST-02899,58,919.05,53755.03,Two Year,DSL,Electronic Check,7,9.0,158.8,0
CUST-02900,14,336.75,5116.97,Month-to-Month,Fiber Optic,Bank Transfer,9,39.0,29.4,0
CUST-02901,37,913.64,34268.39,Month-to-Month,DSL,Credit Card,4,18.0,48.4,1
CUST-02902,58,481.08,27979.06,Month-to-Month,Fiber Optic,Electronic Check,5,34.0,138.5,1
CUST-02903,63,645.79,40937.75,Month-to-Month,DSL,Mailed Check,10,36.0,122.8,0
CUST-02904,45,431.89,19727.41,One Year,DSL,Electronic Check,10,21.0,,0
CUST-02905,47,797.48,37586.52,One Year,DSL,Mailed Check,2,34.0,12.1,0
CUST-02906,63,956.42,60354.95,Two Year,No,Mailed Check,2,22.0,,0
CUST-02907,45,619.19,28254.57,Month-to-Month,Fiber Optic,Electronic Check,2,30.0,45.8,0
CUST-02908,69,447.07,31183.76,Month-to-Month,Fiber Optic,Credit Card,0,11.0,122.4,0
CUST-02909,9,503.86,4858.33,Month-to-Month,Fiber Optic,Credit Card,7,21.0,54.9,0
CUST-02910,25,1036.3,26040.99,Month-to-Month,DSL,Bank Transfer,4,6.0,196.1,1
CUST-02911,8,540.88,4580.42,Two Year,DSL,Credit Card,0,21.0,118.1,0
CUST-02912,6,997.23,5994.91,One Year,DSL,Mailed Check,2,0.0,114.3,1
CUST-02913,34,598.08,20399.69,One Year,Fiber Optic,Credit Card,5,20.0,167.4,0
CUST-02914,16,469.86,7776.89,One Year,No,Mailed Check,9,43.0,198.6,0
CUST-02915,29,954.58,27837.66,Month-to-Month,DSL,Mailed Check,7,18.0,155.8,1
CUST-02916,31,721.69,22855.22,Month-to-Month,Fiber Optic,Bank Transfer,5,25.0,118.8,1
CUST-02917,45,328.15,15002.49,Month-to-Month,Fiber Optic,Bank Transfer,2,43.0,172.7,0
CUST-02918,69,1163.95,80354.33,One Year,No,Bank Transfer,3,0.0,36.2,0
CUST-02919,62,432.98,,Month-to-Month,DSL,Credit Card,8,34.0,152.8,0
CUST-02920,27,618.07,17050.52,Month-to-Month,No,Mailed Check,8,26.0,136.0,1
CUST-02921,23,646.32,14951.11,One Year,Fiber Optic,Bank Transfer,9,17.0,112.7,0
CUST-02922,56,740.49,41561.35,Month-to-Month,Fiber Optic,Electronic Check,5,13.0,173.4,0
CUST-02923,9,1006.9,9274.0,Month-to-Month,Fiber Optic,Electronic Check,3,30.0,141.9,1
CUST-02924,39,305.48,12045.75,Month-to-Month,DSL,Mailed Check,5,21.0,143.3,0
CUST-02925,30,1139.22,34484.89,Month-to-Month,Fiber Optic,Bank Transfer,9,20.0,181.9,1
CUST-02926,13,881.39,11700.92,Month-to-Month,Fiber Optic,Bank Transfer,1,34.0,139.9,1
CUST-02927,45,1155.58,,Two Year,Fiber Optic,Electronic Check,9,20.0,51.1,0
CUST-02928,23,1035.65,24212.32,One Year,No,Credit Card,10,41.0,36.7,1
CUST-02929,13,1135.05,14968.58,Month-to-Month,Fiber Optic,Bank Transfer,9,14.0,102.6,1
CUST-02930,47,840.9,39827.72,One Year,DSL,Bank Transfer,7,35.0,47.0,0
CUST-02931,12,621.58,7460.93,One Year,DSL,Bank Transfer,4,28.0,139.9,0
CUST-02932,49,698.62,34545.58,One Year,No,Bank Transfer,9,45.0,168.5,0
CUST-02933,11,892.23,9955.95,Two Year,Fiber Optic,Mailed Check,1,20.0,58.4,0
CUST-02934,31,684.24,21458.63,One Year,No,Mailed Check,8,11.0,182.7,1
CUST-02935,58,958.51,55742.44,Month-to-Month,DSL,Electronic Check,4,20.0,149.4,0
CUST-02936,16,382.66,6620.69,Month-to-Month,Fiber Optic,Bank Transfer,5,33.0,197.6,0
CUST-02937,56,1046.99,58746.86,Month-to-Month,No,Electronic Check,5,21.0,39.7,1
CUST-02938,52,483.77,25612.47,Month-to-Month,Fiber Optic,Bank Transfer,0,45.0,92.3,0
CUST-02939,65,1149.55,75179.73,Two Year,DSL,Mailed Check,10,7.0,128.1,0
CUST-02940,12,439.99,5490.38,One Year,DSL,Electronic Check,7,15.0,152.6,0
CUST-02941,52,416.25,21797.0,Month-to-Month,No,Mailed Check,6,50.0,182.4,0
CUST-02942,68,1030.69,70277.44,Two Year,Fiber Optic,Credit Card,1,40.0,,0
CUST-02943,55,1036.83,57520.32,One Year,Fiber Optic,Bank Transfer,8,3.0,47.2,0
CUST-02944,13,964.88,12852.84,Month-to-Month,Fiber Optic,Mailed Check,10,47.0,84.5,1
CUST-02945,60,1164.48,70141.19,Two Year,DSL,Mailed Check,8,21.0,143.7,0
CUST-02946,7,543.49,3822.39,Month-to-Month,Fiber Optic,Bank Transfer,2,32.0,26.5,1
CUST-02947,42,1043.98,44271.08,Month-to-Month,DSL,Electronic Check,1,0.0,191.9,0
CUST-02948,36,616.84,22248.14,Month-to-Month,DSL,Bank Transfer,4,8.0,149.4,0
CUST-02949,38,783.66,29802.57,Two Year,Fiber Optic,Electronic Check,0,35.0,165.8,0
CUST-02950,37,701.04,26075.91,Month-to-Month,DSL,Credit Card,6,13.0,181.5,1
CUST-02951,2,305.27,848.43,Month-to-Month,Fiber Optic,Bank Transfer,5,6.0,35.6,1
CUST-02952,37,817.02,30677.38,One Year,Fiber Optic,Electronic Check,5,34.0,84.4,0
CUST-02953,68,972.76,66542.72,Two Year,DSL,Mailed Check,10,11.0,130.3,0
CUST-02954,31,457.1,14268.92,Month-to-Month,DSL,Credit Card,7,44.0,164.5,0
CUST-02955,20,1138.49,22955.84,Month-to-Month,DSL,Credit Card,4,9.0,147.6,1
CUST-02956,72,777.36,56360.04,Two Year,Fiber Optic,Electronic Check,8,1.0,24.3,0
CUST-02957,7,460.42,3486.49,One Year,No,Mailed Check,4,19.0,129.1,0
CUST-02958,35,881.35,30934.5,Month-to-Month,Fiber Optic,Electronic Check,8,16.0,58.8,1
CUST-02959,37,472.73,17689.04,Month-to-Month,Fiber Optic,Mailed Check,10,32.0,81.3,0
CUST-02960,34,357.18,12457.09,Month-to-Month,No,Credit Card,9,11.0,198.8,0
CUST-02961,67,916.78,61910.87,One Year,Fiber Optic,Bank Transfer,5,50.0,31.4,0
CUST-02962,30,399.63,,One Year,Fiber Optic,Mailed Check,5,21.0,20.9,1
CUST-02963,71,395.6,28095.7,One Year,Fiber Optic,Mailed Check,4,36.0,81.8,0
CUST-02964,4,965.95,4216.3,Month-to-Month,Fiber Optic,Bank Transfer,5,39.0,172.8,1
CUST-02965,53,349.68,18658.47,One Year,DSL,Bank Transfer,10,45.0,32.4,0
CUST-02966,43,1028.79,44669.05,Month-to-Month,Fiber Optic,Mailed Check,9,,16.0,1
CUST-02967,17,1016.53,17472.95,Two Year,Fiber Optic,Mailed Check,6,11.0,83.8,1
CUST-02968,16,427.25,6935.81,Month-to-Month,DSL,Credit Card,3,26.0,126.5,1
CUST-02969,52,766.54,40094.05,Month-to-Month,No,Bank Transfer,4,21.0,30.9,1
CUST-02970,46,386.96,17927.76,Month-to-Month,DSL,Credit Card,2,31.0,160.9,0
CUST-02971,44,869.31,38367.55,Month-to-Month,Fiber Optic,Credit Card,2,12.0,169.2,1
CUST-02972,3,356.64,1356.55,Month-to-Month,No,Mailed Check,0,26.0,104.5,1
CUST-02973,43,1150.03,49834.96,One Year,DSL,Credit Card,8,48.0,6.1,1
CUST-02974,71,486.96,34991.64,Two Year,No,Credit Card,8,35.0,103.2,0
CUST-02975,1,914.61,1113.44,Month-to-Month,Fiber Optic,Electronic Check,1,48.0,42.8,1
CUST-02976,34,415.46,14159.04,Month-to-Month,Fiber Optic,Electronic Check,7,5.0,89.2,1
CUST-02977,36,488.64,17833.03,Month-to-Month,No,Electronic Check,1,33.0,151.9,0
CUST-02978,65,705.85,46097.14,One Year,Fiber Optic,Bank Transfer,3,1.0,10.9,0
CUST-02979,20,815.79,16414.29,Month-to-Month,Fiber Optic,Credit Card,2,10.0,0.0,1
CUST-02980,34,1198.98,,Month-to-Month,Fiber Optic,Credit Card,1,42.0,26.7,1
CUST-02981,52,323.33,17300.23,Month-to-Month,Fiber Optic,Mailed Check,8,5.0,9.1,0
CUST-02982,4,300.28,1226.99,Month-to-Month,DSL,Bank Transfer,0,24.0,52.1,1
CUST-02983,58,615.33,36087.01,One Year,DSL,Electronic Check,4,3.0,80.9,0
CUST-02984,60,629.54,38095.26,Month-to-Month,DSL,Bank Transfer,5,15.0,155.9,1
CUST-02985,52,1095.45,57094.12,Month-to-Month,Fiber Optic,Mailed Check,6,6.0,6.1,1
CUST-02986,47,1121.32,53019.62,One Year,No,Credit Card,2,23.0,70.2,1
CUST-02987,54,1092.47,59057.7,Month-to-Month,No,Credit Card,5,,185.9,0
CUST-02988,57,428.86,24479.72,One Year,DSL,Bank Transfer,8,33.0,115.3,0
CUST-02989,65,670.89,44104.59,Month-to-Month,Fiber Optic,Bank Transfer,4,47.0,165.4,0
CUST-02990,31,971.3,30428.48,Two Year,Fiber Optic,Credit Card,10,6.0,96.7,1
CUST-02991,33,581.35,19311.16,One Year,DSL,Mailed Check,4,20.0,19.4,0
CUST-02992,46,896.91,41482.88,Month-to-Month,Fiber Optic,Electronic Check,8,26.0,37.4,0
CUST-02993,14,513.43,7663.06,Two Year,DSL,Bank Transfer,1,4.0,151.6,0
CUST-02994,62,591.08,36866.32,Month-to-Month,No,Mailed Check,9,5.0,172.8,0
CUST-02995,56,1074.39,60616.06,Month-to-Month,DSL,Bank Transfer,5,15.0,93.5,0
CUST-02996,46,525.46,24605.56,One Year,Fiber Optic,Credit Card,10,,98.5,0
CUST-02997,22,1167.89,25865.66,One Year,No,Bank Transfer,7,29.0,,1
